Team,#.x,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,#.y,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,MOV,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,Season,Leage,ln1divwmin1
Drake,445.00,31.00,40.30,20.50,45.00,0.46,6.50,15.80,0.41,11.90,15.50,0.77,13.20,15.60,5.70,19.30,25.00,11.90,4.50,1.90,59.50,344.00,0.57,0.53,163.20,22.50,69.20,46.90,58.10,20.30,7.40,6.00,1.30,37.10,99.30,111.40,-12.20,1857.40,59.40,337.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00,-7.30,1.00,1.58,0.90,0.30,0.27,9.00,22.00,0.29,2015.00,Great West Conference,0.89
Drexel,441.00,30.00,40.20,20.50,52.30,0.39,5.90,18.00,0.33,12.80,17.10,0.75,10.40,17.40,9.00,21.80,30.80,10.60,5.20,3.70,59.60,304.00,0.50,0.45,146.20,27.00,69.20,47.50,51.60,14.80,8.30,10.10,1.10,39.40,95.90,103.50,-7.70,1864.10,61.90,231.00,7.00,1.00,0.00,0.00,0.00,1.00,3.00,85.00,-4.80,2.00,1.52,1.00,0.50,0.24,11.00,19.00,0.37,2015.00,Great West Conference,0.54
Duke,13.00,39.00,40.30,28.20,56.20,0.50,7.30,18.80,0.39,15.60,22.40,0.70,10.80,15.60,10.90,24.90,35.90,15.10,7.10,3.80,79.30,7.00,0.60,0.57,158.70,35.30,71.00,54.30,53.50,14.10,10.60,9.00,1.40,65.40,118.30,95.80,22.50,2612.50,66.60,9.00,27.00,0.00,0.00,1.00,0.00,1.00,1.00,113.00,15.10,1.00,1.54,1.40,0.70,0.28,35.00,4.00,0.90,2015.00,Great West Conference,-2.17
Duquesne,99.00,31.00,40.20,25.90,57.70,0.45,7.90,21.40,0.37,11.70,18.60,0.63,12.20,18.00,10.50,24.40,34.90,15.00,5.10,3.40,71.40,263.00,0.54,0.52,144.60,31.40,67.70,50.20,58.00,15.70,7.50,9.40,1.20,52.10,104.70,109.00,-4.30,2113.60,67.90,346.00,2.00,0.00,0.00,0.00,0.00,1.00,2.00,102.00,-2.90,2.00,1.58,1.20,0.40,0.20,12.00,19.00,0.39,2015.00,Great West Conference,0.46
Earlham,597.00,1.00,40.00,18.00,62.00,0.29,6.00,20.00,0.30,3.00,5.00,0.60,27.00,15.00,14.00,17.00,31.00,7.00,2.00,1.00,45.00,636.00,0.35,0.34,119.00,30.40,51.50,39.20,38.90,29.60,2.50,1.40,0.70,-1.10,57.50,148.30,-90.80,78.20,78.20,432.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,-71.00,0.00,1.39,0.30,0.10,0.05,0.00,1.00,0.00,2015.00,Great West Conference,6.91
East Carolina,329.00,33.00,40.20,22.70,53.90,0.42,7.10,20.10,0.35,11.60,17.10,0.68,11.40,17.30,9.40,21.00,30.40,13.40,6.30,1.90,64.10,250.00,0.52,0.49,145.40,29.00,66.70,47.50,59.10,15.70,9.80,5.70,1.20,43.90,100.20,103.10,-2.80,2111.20,63.70,285.00,5.00,0.00,0.00,0.00,0.00,3.00,0.00,99.00,-1.80,2.00,1.59,1.20,0.60,0.22,14.00,19.00,0.42,2015.00,Great West Conference,0.30
East Tennessee State,61.00,30.00,40.30,24.10,57.10,0.42,9.30,25.50,0.37,15.90,22.00,0.72,12.70,20.40,10.70,23.70,34.40,12.70,7.80,2.80,73.40,149.00,0.55,0.50,151.00,30.40,68.70,49.40,52.90,16.00,11.20,9.10,1.30,50.80,105.20,102.30,2.90,2091.50,69.10,181.00,9.00,0.00,0.00,0.00,0.00,1.00,0.00,111.00,2.00,0.00,1.53,1.00,0.60,0.28,16.00,14.00,0.53,2015.00,Great West Conference,-0.14
Eastern Illinois,346.00,33.00,40.30,22.60,51.40,0.44,7.30,19.50,0.38,11.00,16.90,0.65,12.00,16.20,7.20,21.90,29.20,13.20,5.60,4.30,63.50,236.00,0.54,0.51,146.70,23.50,66.40,45.70,58.30,16.90,8.80,12.00,1.20,45.00,99.00,100.80,-1.80,2118.20,63.70,228.00,7.00,0.00,0.00,0.00,0.00,0.00,1.00,97.00,-1.20,3.00,1.58,1.10,0.50,0.22,18.00,15.00,0.55,2015.00,Great West Conference,-0.18
Eastern Kentucky,85.00,33.00,40.30,24.80,53.40,0.46,9.10,25.40,0.36,13.30,17.00,0.78,11.30,16.80,6.30,19.10,25.40,15.00,9.70,3.00,71.90,37.00,0.59,0.55,160.10,21.80,66.50,44.00,60.50,15.70,14.60,10.10,1.30,53.60,108.10,95.60,12.40,2195.70,66.00,114.00,12.00,0.00,0.00,0.00,0.00,9.00,0.00,115.00,8.30,0.00,1.61,1.30,0.90,0.25,21.00,12.00,0.64,2015.00,Great West Conference,-0.56
Eastern Michigan,152.00,35.00,40.40,23.00,56.10,0.41,6.60,21.20,0.31,16.80,23.30,0.72,11.70,18.80,10.80,24.00,34.80,10.60,8.70,4.50,69.40,78.00,0.52,0.47,143.90,30.70,67.70,49.20,46.00,15.00,12.70,13.50,1.20,49.50,101.70,93.40,8.30,2388.40,67.50,80.00,14.00,1.00,0.00,0.00,0.00,4.00,2.00,100.00,5.70,3.00,1.46,0.90,0.70,0.30,21.00,14.00,0.60,2015.00,Great West Conference,-0.41
Eastern Oregon,35.00,2.00,40.00,25.00,59.50,0.42,11.50,30.00,0.38,14.50,24.00,0.60,11.00,16.50,8.00,21.50,29.50,14.00,4.00,3.00,76.00,397.00,0.54,0.52,140.80,21.60,64.20,41.80,56.00,13.60,5.50,5.80,1.30,48.20,103.50,123.30,-19.80,146.80,73.40,379.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,87.00,-14.50,0.00,1.56,1.30,0.40,0.24,0.00,2.00,0.00,2015.00,Great West Conference,6.91
Eastern Washington,10.00,35.00,40.30,27.90,58.40,0.48,9.80,24.60,0.40,14.90,20.50,0.73,10.70,17.70,9.30,23.30,32.70,13.00,6.30,4.80,80.60,60.00,0.60,0.56,160.40,28.80,70.00,49.70,46.50,13.70,9.10,13.00,1.40,59.80,116.20,106.60,9.60,2427.40,68.90,20.00,22.00,3.00,1.00,0.00,0.00,2.00,7.00,104.00,6.60,1.00,1.47,1.20,0.60,0.26,26.00,9.00,0.74,2015.00,Great West Conference,-1.06
Ecclesia College,583.00,1.00,40.00,13.00,50.00,0.26,2.00,12.00,0.17,19.00,29.00,0.66,17.00,21.00,4.00,14.00,18.00,6.00,10.00,1.00,47.00,607.00,0.37,0.28,108.20,9.50,46.70,25.00,46.20,21.30,12.50,1.90,0.90,2.60,60.00,125.00,-65.10,78.40,78.40,617.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,-51.00,1.00,1.46,0.40,0.60,0.38,0.00,1.00,0.00,2015.00,Great West Conference,6.91
Eckerd College,479.00,1.00,40.00,20.00,53.00,0.38,5.00,19.00,0.26,12.00,16.00,0.75,11.00,16.00,10.00,14.00,24.00,11.00,6.00,2.00,57.00,442.00,0.48,0.43,139.10,28.60,73.70,44.40,55.00,15.50,9.40,8.30,1.10,31.80,90.80,121.10,-30.30,62.80,62.80,484.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,-19.00,0.00,1.55,1.00,0.50,0.23,0.00,1.00,0.00,2015.00,Great West Conference,6.91
Edward Waters,360.00,2.00,40.00,23.50,62.50,0.38,1.50,14.00,0.11,14.50,21.00,0.69,13.00,18.00,9.50,20.50,30.00,12.50,7.00,3.00,63.00,443.00,0.44,0.39,117.40,22.90,56.20,38.50,53.20,15.30,9.40,8.00,1.00,33.60,83.90,114.60,-30.60,150.10,75.10,375.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,-23.00,0.00,1.53,1.00,0.50,0.23,0.00,2.00,0.00,2015.00,Great West Conference,6.91
Elon,121.00,33.00,40.40,24.50,57.80,0.42,7.30,20.70,0.35,14.40,21.10,0.68,13.30,20.90,10.10,23.50,33.60,11.90,6.50,1.40,70.60,204.00,0.53,0.49,145.80,28.30,70.00,48.50,48.80,16.60,9.20,3.80,1.20,42.50,99.70,99.70,0.00,2335.10,70.00,284.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,117.00,0.00,1.00,1.49,0.90,0.50,0.25,15.00,18.00,0.46,2015.00,Great West Conference,0.18
Emerson College,556.00,1.00,40.00,16.00,53.00,0.30,9.00,24.00,0.38,9.00,12.00,0.75,21.00,21.00,10.00,20.00,30.00,9.00,5.00,2.00,50.00,540.00,0.43,0.39,142.70,26.30,62.50,42.90,56.20,26.50,7.50,5.70,0.90,15.20,73.10,121.40,-48.30,68.40,68.40,522.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,-33.00,0.00,1.56,0.40,0.20,0.17,0.00,1.00,0.00,2015.00,Great West Conference,6.91
Erskine,555.00,1.00,40.00,15.00,51.00,0.29,4.00,19.00,0.21,16.00,25.00,0.64,19.00,13.00,8.00,17.00,25.00,8.00,8.00,2.00,50.00,578.00,0.40,0.33,114.50,18.60,54.80,33.80,53.30,23.50,11.20,5.30,1.00,15.60,68.70,126.40,-57.70,72.80,72.80,459.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,-42.00,0.00,1.53,0.40,0.40,0.31,0.00,1.00,0.00,2015.00,Great West Conference,6.91
Eureka,599.00,2.00,40.00,16.00,58.50,0.27,4.00,20.00,0.20,8.50,13.00,0.65,15.50,17.00,14.00,16.00,30.00,5.50,6.50,2.50,44.50,568.00,0.35,0.31,112.70,31.80,51.60,40.00,34.40,19.40,9.90,6.00,0.80,12.20,67.60,122.30,-54.70,131.70,65.80,460.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,51.00,-36.00,0.00,1.34,0.40,0.40,0.15,0.00,2.00,0.00,2015.00,Great West Conference,6.91
Evansville,114.00,36.00,40.40,25.00,51.50,0.49,4.20,12.00,0.36,16.70,22.30,0.75,12.60,17.20,7.20,23.80,31.00,15.90,5.80,3.60,70.90,89.00,0.58,0.53,158.80,25.50,73.20,50.90,63.80,17.10,8.60,9.90,1.40,52.50,104.90,97.10,7.90,2432.40,66.90,24.00,22.00,4.00,0.00,0.00,0.00,2.00,4.00,116.00,5.30,1.00,1.64,1.30,0.50,0.32,24.00,12.00,0.67,2015.00,Great West Conference,-0.70
Fairfield,443.00,31.00,40.80,19.80,50.90,0.39,6.40,19.80,0.32,13.50,18.90,0.72,12.60,19.10,8.60,21.70,30.30,10.50,5.00,3.50,59.50,322.00,0.50,0.45,142.80,26.30,66.90,46.60,52.80,17.60,7.70,9.10,1.20,35.20,93.00,102.80,-9.90,1984.50,62.80,195.00,8.00,0.00,0.00,0.00,0.00,0.00,3.00,80.00,-6.30,4.00,1.53,0.80,0.40,0.27,7.00,24.00,0.23,2015.00,Great West Conference,1.23
Fairleigh Dickinson,225.00,29.00,40.50,23.50,57.20,0.41,7.20,21.70,0.33,13.30,19.20,0.69,12.80,22.30,9.70,19.30,28.90,11.20,8.70,3.20,67.40,314.00,0.51,0.47,143.50,27.20,60.90,43.10,47.70,16.40,12.60,9.40,1.20,40.10,97.40,106.10,-8.70,2008.30,68.30,225.00,7.00,0.00,0.00,0.00,0.00,4.00,0.00,102.00,-6.00,4.00,1.48,0.90,0.70,0.23,8.00,21.00,0.28,2015.00,Great West Conference,0.96
FDU - Florham/Madison,409.00,1.00,40.00,22.00,59.00,0.37,9.00,25.00,0.36,8.00,12.00,0.67,19.00,13.00,9.00,15.00,24.00,16.00,11.00,1.00,61.00,564.00,0.47,0.45,140.00,24.30,53.60,36.90,72.70,22.80,14.10,2.40,1.00,35.00,79.80,133.40,-53.60,76.40,76.40,449.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,-41.00,0.00,1.73,0.80,0.60,0.14,1.00,0.00,1.00,2015.00,Great West Conference,-13.82
Ferris State,7.00,1.00,40.00,27.00,55.00,0.49,9.00,18.00,0.50,19.00,22.00,0.86,13.00,19.00,9.00,31.00,40.00,16.00,2.00,8.00,82.00,13.00,0.63,0.57,185.50,30.00,73.80,55.60,59.30,16.70,2.80,14.80,1.50,68.20,116.00,96.20,19.80,70.70,70.70,363.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,82.00,14.00,0.00,1.59,1.20,0.20,0.35,1.00,0.00,1.00,2015.00,Great West Conference,-13.82
Ferrum,579.00,1.00,40.00,16.00,45.00,0.36,2.00,12.00,0.17,14.00,25.00,0.56,22.00,19.00,13.00,12.00,25.00,8.00,5.00,2.00,48.00,635.00,0.43,0.38,108.20,37.10,60.00,45.50,50.00,28.20,7.30,4.40,1.10,10.40,71.30,157.40,-86.10,67.30,67.30,583.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,-58.00,0.00,1.50,0.40,0.20,0.31,0.00,1.00,0.00,2015.00,Great West Conference,6.91
Fisher,137.00,1.00,40.00,19.00,53.00,0.36,10.00,25.00,0.40,22.00,31.00,0.71,15.00,30.00,6.00,15.00,21.00,10.00,7.00,1.00,70.00,464.00,0.53,0.45,146.80,15.80,51.70,31.30,52.60,18.40,9.40,3.80,1.30,23.90,92.50,126.90,-34.40,75.70,75.70,637.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,-26.00,1.00,1.53,0.70,0.50,0.42,0.00,1.00,0.00,2015.00,Great West Conference,6.91
Fisk,430.00,1.00,40.00,24.00,69.00,0.35,9.00,31.00,0.29,3.00,13.00,0.23,12.00,24.00,13.00,19.00,32.00,9.00,6.00,5.00,60.00,398.00,0.40,0.41,86.90,29.50,61.30,42.70,37.50,13.80,8.00,12.50,0.90,26.60,80.70,100.80,-20.20,74.40,74.40,492.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,-15.00,0.00,1.38,0.80,0.50,0.04,0.00,1.00,0.00,2015.00,Great West Conference,6.91
Flagler,405.00,1.00,40.00,22.00,66.00,0.33,1.00,12.00,0.08,16.00,23.00,0.70,15.00,23.00,15.00,26.00,41.00,7.00,9.00,5.00,61.00,388.00,0.40,0.34,111.20,30.60,63.40,45.60,31.80,16.50,11.80,10.90,0.90,31.90,79.70,98.00,-18.30,76.60,76.60,370.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,-14.00,0.00,1.32,0.50,0.60,0.24,0.00,1.00,0.00,2015.00,Great West Conference,6.91
Florida,341.00,33.00,40.30,23.20,53.40,0.43,6.60,20.40,0.32,10.60,16.80,0.64,12.40,16.90,10.00,21.90,31.90,13.10,6.90,3.60,63.70,121.00,0.52,0.50,139.30,31.00,71.40,50.70,56.30,16.80,10.80,10.50,1.20,46.10,99.80,94.00,5.70,2105.80,63.30,254.00,6.00,0.00,0.00,0.00,0.00,2.00,1.00,85.00,3.70,2.00,1.56,1.10,0.60,0.20,16.00,17.00,0.49,2015.00,Great West Conference,0.06
Florida A&M,499.00,29.00,40.00,19.30,51.70,0.37,4.10,14.50,0.28,12.70,19.60,0.65,14.20,17.90,8.90,21.40,30.30,8.30,4.90,2.10,55.40,425.00,0.45,0.41,130.50,25.50,65.20,44.70,43.00,18.90,7.40,6.10,1.10,26.50,83.60,110.00,-26.40,1923.00,66.30,259.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,-17.50,4.00,1.43,0.60,0.30,0.25,2.00,27.00,0.07,2015.00,Great West Conference,2.59
Florida Atlantic,371.00,29.00,40.20,22.40,53.90,0.42,7.30,21.00,0.35,10.40,15.40,0.67,12.70,18.00,8.70,21.70,30.30,10.20,4.30,3.40,62.60,287.00,0.52,0.49,143.80,26.30,68.90,47.10,45.60,17.30,6.70,8.10,1.20,37.50,96.30,102.60,-6.30,1884.20,64.70,256.00,6.00,0.00,0.00,0.00,0.00,0.00,1.00,85.00,-4.10,0.00,1.46,0.80,0.30,0.19,9.00,20.00,0.31,2015.00,Great West Conference,0.80
Florida College,614.00,1.00,40.00,15.00,53.00,0.28,0.00,13.00,0.00,12.00,28.00,0.43,12.00,15.00,15.00,21.00,36.00,8.00,10.00,0.00,42.00,465.00,0.32,0.28,71.20,30.60,65.60,44.40,53.30,15.50,15.60,0.00,0.80,21.00,65.90,100.50,-34.50,63.70,63.70,382.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,-22.00,0.00,1.53,0.70,0.80,0.23,0.00,1.00,0.00,2015.00,Great West Conference,6.91
Florida Gulf Coast,227.00,33.00,40.20,24.70,57.10,0.43,6.00,17.80,0.34,12.10,18.30,0.66,11.70,16.90,11.60,25.20,36.80,14.20,5.60,3.80,67.40,109.00,0.52,0.48,143.00,34.10,70.30,52.60,57.40,15.20,8.50,10.60,1.20,51.50,102.20,95.80,6.40,2175.80,65.70,95.00,14.00,0.00,0.00,0.00,0.00,0.00,2.00,86.00,4.20,3.00,1.57,1.20,0.50,0.21,22.00,11.00,0.67,2015.00,Great West Conference,-0.70
Florida International,374.00,33.00,40.50,22.70,51.40,0.44,4.60,14.80,0.31,12.40,19.60,0.63,14.90,18.60,8.90,24.10,32.90,11.30,6.80,4.50,62.40,262.00,0.52,0.49,138.40,28.10,69.40,49.70,49.90,19.90,10.20,13.30,1.20,41.40,93.20,97.40,-4.20,2209.40,66.20,91.00,14.00,4.00,0.00,0.00,0.00,2.00,8.00,78.00,-2.80,4.00,1.50,0.80,0.50,0.24,16.00,17.00,0.49,2015.00,Great West Conference,0.06
Florida Memorial,575.00,1.00,40.00,16.00,46.00,0.35,2.00,10.00,0.20,14.00,25.00,0.56,21.00,24.00,9.00,22.00,31.00,7.00,9.00,1.00,48.00,493.00,0.42,0.37,110.80,25.70,75.90,48.40,43.80,26.90,13.10,3.10,1.00,13.60,69.30,106.90,-37.50,69.20,69.20,394.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,48.00,-26.00,0.00,1.44,0.30,0.40,0.30,0.00,1.00,0.00,2015.00,Great West Conference,6.91
Florida National U,452.00,2.00,40.00,21.50,62.50,0.34,6.00,22.50,0.27,10.00,15.50,0.65,19.00,22.00,8.00,27.50,35.50,11.00,7.00,3.50,59.00,423.00,0.43,0.39,125.60,19.00,66.30,42.50,51.20,21.50,8.80,8.60,0.90,26.40,73.50,99.60,-26.10,160.60,80.30,436.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,-21.00,0.00,1.51,0.60,0.40,0.16,0.00,2.00,0.00,2015.00,Great West Conference,6.91
Florida State,257.00,33.00,40.30,23.10,50.60,0.46,4.50,14.20,0.31,15.90,23.70,0.67,14.50,18.50,9.30,23.30,32.50,11.50,5.50,4.80,66.60,212.00,0.55,0.50,143.90,30.90,69.20,51.10,49.80,19.20,8.20,12.70,1.30,44.20,99.40,100.00,-0.60,2209.80,66.50,271.00,6.00,0.00,0.00,0.00,0.00,1.00,1.00,96.00,-0.40,2.00,1.50,0.80,0.40,0.31,17.00,16.00,0.52,2015.00,Great West Conference,-0.06
Florida Tech,444.00,2.00,40.00,21.00,65.00,0.32,5.50,21.50,0.26,12.00,17.00,0.71,9.50,13.00,10.00,23.00,33.00,8.00,7.00,5.50,59.50,415.00,0.41,0.37,128.50,21.70,62.20,39.80,38.10,11.60,9.80,12.90,0.90,36.10,82.70,107.00,-24.30,143.90,72.00,355.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,61.00,-17.50,0.00,1.38,0.80,0.70,0.19,0.00,2.00,0.00,2015.00,Great West Conference,6.91
Fordham,298.00,31.00,40.20,22.90,55.30,0.42,6.00,19.80,0.31,13.10,18.00,0.73,14.50,18.80,11.30,23.20,34.50,12.60,6.70,3.80,65.00,286.00,0.51,0.47,144.60,33.60,72.40,52.50,54.90,18.70,9.90,11.30,1.20,44.50,96.30,102.50,-6.20,2091.70,67.20,136.00,11.00,0.00,0.00,0.00,0.00,1.00,1.00,94.00,-4.20,0.00,1.55,0.90,0.50,0.24,10.00,21.00,0.32,2015.00,Great West Conference,0.74
Fort Valley State,455.00,3.00,40.00,20.00,57.00,0.35,5.00,18.70,0.27,14.00,23.00,0.61,17.70,19.70,14.00,24.70,38.70,10.30,6.70,3.30,59.00,431.00,0.44,0.40,122.70,34.40,66.10,49.60,51.70,20.80,9.00,8.50,1.00,33.00,80.90,108.30,-27.40,218.80,72.90,533.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,-20.00,0.00,1.52,0.60,0.40,0.25,0.00,3.00,0.00,2015.00,Great West Conference,6.91
Fort Wayne,132.00,31.00,40.00,24.30,51.70,0.47,7.10,20.00,0.36,14.30,20.80,0.69,11.80,16.20,7.20,23.90,31.10,14.30,5.70,3.00,70.00,137.00,0.58,0.54,151.30,24.20,74.20,50.20,58.90,16.20,8.70,8.10,1.40,51.70,106.20,101.80,4.40,2043.70,65.90,101.00,13.00,0.00,0.00,0.00,0.00,2.00,1.00,91.00,2.90,4.00,1.59,1.20,0.50,0.28,16.00,15.00,0.52,2015.00,Great West Conference,-0.07
Franklin Pierce,171.00,2.00,40.00,24.00,62.50,0.38,9.00,26.50,0.34,12.00,16.00,0.75,19.00,21.00,13.00,18.50,31.50,12.50,6.50,4.00,69.00,516.00,0.50,0.46,147.40,31.30,49.30,39.90,52.10,21.50,8.60,7.30,1.10,36.50,90.90,133.70,-42.80,151.80,75.90,388.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,81.00,-32.50,1.00,1.52,0.70,0.30,0.19,0.00,2.00,0.00,2015.00,Great West Conference,6.91
Fresno Pacific,590.00,1.00,40.00,13.00,49.00,0.27,4.00,16.00,0.25,16.00,26.00,0.62,19.00,24.00,14.00,18.00,32.00,4.00,6.00,4.00,46.00,553.00,0.38,0.31,113.10,35.00,54.50,43.80,30.80,23.90,8.90,11.40,0.90,10.00,68.70,121.00,-52.30,66.90,66.90,621.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,-35.00,0.00,1.31,0.20,0.30,0.33,0.00,1.00,0.00,2015.00,Great West Conference,6.91
Fresno State,293.00,32.00,40.50,22.70,52.90,0.43,5.60,17.50,0.32,14.30,20.70,0.69,11.20,20.10,8.70,22.10,30.80,10.50,7.80,3.60,65.20,233.00,0.53,0.48,143.90,27.30,69.50,48.40,46.30,15.30,11.80,10.40,1.20,43.20,99.40,101.10,-1.80,2099.60,64.90,236.00,7.00,1.00,1.00,0.00,0.00,3.00,3.00,93.00,-1.20,7.00,1.46,0.90,0.70,0.27,15.00,17.00,0.47,2015.00,Great West Conference,0.12
Furman,344.00,33.00,40.30,21.20,49.60,0.43,6.50,20.00,0.33,14.50,21.70,0.67,13.30,17.60,9.00,22.10,31.10,10.40,5.50,2.80,63.60,293.00,0.54,0.49,142.50,29.00,69.10,49.40,48.80,18.30,8.60,8.20,1.30,40.20,99.00,105.90,-6.90,2119.40,63.70,102.00,13.00,0.00,0.00,0.00,0.00,1.00,1.00,84.00,-4.50,1.00,1.49,0.80,0.40,0.29,11.00,22.00,0.33,2015.00,Great West Conference,0.69
Gardner-Webb,44.00,35.00,40.60,26.00,57.90,0.45,8.20,23.50,0.35,14.70,21.90,0.67,12.30,16.20,10.40,23.40,33.80,16.10,6.70,2.40,74.80,187.00,0.55,0.52,146.70,30.60,69.40,49.90,62.20,15.40,9.60,5.70,1.30,55.10,107.00,106.00,1.00,2447.70,68.90,7.00,28.00,0.00,0.00,1.00,0.00,2.00,1.00,100.00,0.70,9.00,1.62,1.30,0.50,0.25,20.00,15.00,0.57,2015.00,Great West Conference,-0.29
George Mason,319.00,31.00,40.50,22.80,53.60,0.43,4.20,13.10,0.32,14.50,21.80,0.67,14.40,20.50,11.80,22.80,34.60,10.20,6.00,3.90,64.40,298.00,0.51,0.47,141.20,35.10,69.50,52.00,44.50,18.50,9.10,11.30,1.20,39.80,96.80,104.20,-7.30,2061.00,65.70,43.00,18.00,1.00,0.00,0.00,0.00,1.00,1.00,99.00,-4.90,0.00,1.45,0.70,0.40,0.27,9.00,22.00,0.29,2015.00,Great West Conference,0.89
George Washington,232.00,35.00,40.40,23.60,53.90,0.44,5.50,15.60,0.35,14.50,21.50,0.67,11.90,16.00,11.50,23.80,35.30,11.70,5.60,3.90,67.30,84.00,0.53,0.49,146.40,34.90,69.50,52.50,49.30,15.90,8.70,10.60,1.20,48.90,104.20,96.00,8.20,2258.80,63.90,132.00,11.00,0.00,0.00,0.00,0.00,1.00,0.00,92.00,5.30,0.00,1.49,1.00,0.50,0.27,22.00,13.00,0.63,2015.00,Great West Conference,-0.53
Georgetown,113.00,33.00,40.60,24.20,53.10,0.46,6.10,17.20,0.35,16.40,23.30,0.70,12.60,20.20,10.80,23.20,34.00,12.90,7.60,4.70,70.90,73.00,0.56,0.51,151.30,33.90,69.40,52.10,53.40,16.60,11.60,14.10,1.30,52.30,107.60,99.00,8.60,2175.70,64.90,122.00,12.00,0.00,0.00,0.00,0.00,2.00,0.00,95.00,5.70,5.00,1.53,1.00,0.60,0.31,22.00,11.00,0.67,2015.00,Great West Conference,-0.70
Georgia,194.00,33.00,40.90,22.60,52.40,0.43,5.60,16.30,0.34,17.30,25.00,0.69,12.70,18.40,10.30,26.70,37.00,12.50,5.60,4.60,68.20,122.00,0.54,0.49,146.60,31.60,72.30,53.20,55.00,16.70,8.30,12.40,1.30,49.40,101.90,96.20,5.70,2208.40,65.40,149.00,10.00,1.00,0.00,0.00,0.00,0.00,3.00,86.00,3.80,1.00,1.55,1.00,0.40,0.33,21.00,12.00,0.64,2015.00,Great West Conference,-0.56
Georgia Southern,199.00,31.00,40.30,23.60,56.90,0.42,7.50,23.90,0.32,13.30,19.90,0.67,11.80,16.80,12.00,24.00,36.00,11.60,7.30,3.20,68.10,41.00,0.51,0.48,140.00,33.50,69.20,51.10,49.20,15.10,11.00,9.40,1.20,49.50,103.10,91.00,12.10,2048.70,65.60,182.00,9.00,0.00,0.00,0.00,0.00,4.00,0.00,97.00,8.00,2.00,1.49,1.00,0.60,0.23,22.00,9.00,0.71,2015.00,Great West Conference,-0.90
Georgia State,98.00,35.00,40.40,25.80,53.70,0.48,5.00,14.90,0.33,14.90,20.50,0.73,10.50,18.30,8.70,22.10,30.70,13.70,9.20,4.10,71.40,29.00,0.56,0.53,153.80,29.40,66.70,49.10,53.10,14.20,13.90,13.50,1.30,55.40,108.70,95.00,13.70,2299.50,65.00,158.00,10.00,0.00,0.00,0.00,0.00,4.00,0.00,115.00,9.00,13.00,1.53,1.30,0.90,0.28,25.00,10.00,0.71,2015.00,Great West Conference,-0.92
Georgia Tech,354.00,31.00,40.70,23.70,58.10,0.41,4.20,15.80,0.27,11.70,18.10,0.65,12.70,16.60,13.50,23.50,37.00,11.70,5.70,3.40,63.30,238.00,0.48,0.44,132.30,38.00,75.90,55.70,49.30,16.10,8.70,9.40,1.10,43.10,96.20,98.10,-2.00,2039.80,64.70,128.00,11.00,0.00,0.00,0.00,0.00,1.00,0.00,80.00,-1.30,2.00,1.49,0.90,0.50,0.20,12.00,19.00,0.39,2015.00,Great West Conference,0.46
Goldey-Beacom,557.00,1.00,40.00,19.00,61.00,0.31,1.00,12.00,0.08,11.00,17.00,0.65,19.00,22.00,13.00,22.00,35.00,5.00,6.00,1.00,50.00,619.00,0.37,0.32,104.20,28.90,57.90,42.20,26.30,21.70,7.80,2.90,0.80,9.40,65.90,135.70,-69.80,75.90,75.90,538.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,-53.00,0.00,1.26,0.30,0.30,0.18,0.00,1.00,0.00,2015.00,Great West Conference,6.91
